Administrative,ProductRelated,ProductRelated_Duration,SpecialDay,Weekend,Revenue
0,24,325.8333333,0,1,0
3,19,436,0,1,1
0,3,27,0.6,0,0
0,14,549.5,0.2,0,1
0,1,0,0.4,0,0
1,55,4277,0,1,0
3,13,173,0,0,0
0,6,179.5,0,1,0
1,11,561.55,0.6,0,1
4,30,2136,0.2,0,0
4,43,2797.816667,0,1,0
1,28,643.875,0.6,0,0
0,32,898.8333333,0,0,0
0,31,453,0,0,0
8,28,888,0,1,0
12,206,9997.728571,0,0,0
0,16,588.3333333,0.8,0,0
5,102,5703.476786,0,1,0
8,83,1495.580952,0,1,1
0,6,66.5,0.4,0,0
3,2,134,0.8,0,0
1,22,2905.5,0,1,0
0,18,521.5,0,0,0
0,5,47,0,0,0
0,1,0,0,0,0
0,52,1192.317857,0,0,0
0,22,355.6666667,0.8,0,1
1,11,332.5,0.2,0,0
1,11,297.3,0,0,0
0,53,2309.995238,0.4,0,0
0,26,810.3713768,0.8,0,0
0,7,384.5,0,0,0
2,53,975.9722222,0,0,0
0,4,127,0,0,0
4,6,107,1,1,0
0,6,50,0,0,0
0,43,3382.083333,0,0,0
0,8,541.5,0,0,0
0,2,25,0,1,0
0,9,210.5,0.2,0,0
6,43,1343.097619,0,1,0
0,9,953.8333333,0,1,0
0,24,674.5,1,1,0
13,64,817.0163767,0,1,0
8,31,1124.916667,0,0,1
10,313,7428.181584,1,1,0
1,145,5577.826456,1,1,0
0,17,887.8333333,0,0,0
3,25,2765.2,0,0,0
0,4,145,0,1,0
10,60,3121.283333,0.4,0,0
0,57,1190.548851,0.6,0,1
0,18,410.9166667,1,1,0
0,25,710.5,0.8,0,0
0,9,319.6666667,0,0,0
0,1,0,0,1,0
0,5,91,0.6,0,0
0,6,191,0.8,0,0
2,20,401.5,0,1,0
0,7,117.5,0,1,0
3,85,1311.072012,1,1,0
0,4,157,0,1,0
5,17,414.3333333,0,0,0
1,54,1155.033333,0,0,0
2,97,1589.183333,0,0,0
0,2,233.5,0,0,0
0,28,1384.071429,0,0,1
0,1,0,0.2,0,0
4,21,452.8141026,0,0,0
2,30,1708.083333,0,1,1
1,10,1057,0,1,0
2,61,3374.916667,0,0,0
3,83,5448.994444,0,0,0
3,21,654.5,0.2,0,0
1,17,389,0,0,0
0,11,1435,0,1,0
1,19,512.0666667,0,0,0
4,21,797.2952381,0,0,0
0,22,555.8666667,0,1,0
1,56,2954.759524,0.6,0,0
0,2,0,0,0,0
0,5,97.16666667,0,0,0
3,2,291,0,0,0
0,4,36,0.6,0,0
0,18,472,0.8,0,0
0,14,628,0,0,0
0,6,129,0,0,0
6,81,1141.061905,0,1,0
0,5,105,0,0,0
0,5,273.5,0,0,0
1,11,467,0,0,1
3,25,461.2222222,0,0,0
3,5,198,0,1,0
0,7,220.3333333,0,0,0
0,5,241,1,1,0
9,67,1783.122222,0,0,0
0,34,731.5238095,0.8,0,0
3,198,3057.809524,0,1,1
0,90,601.7901961,0.8,0,0
2,17,1370.067857,0,0,0
1,4,59,0,0,0
2,27,694,0.8,0,0
0,4,39,0.4,0,0
0,27,321.6666667,0.8,0,0
0,11,540.5,0,1,0
5,51,4977.85,0,0,1
0,20,1066.166667,0.8,0,0
5,48,1142.666667,0,0,0
3,25,1294.183333,0,0,0
5,26,1086.178571,0,0,0
0,14,221.5,0,0,0
3,59,754.2261905,0,0,0
2,22,432.5714286,0,0,0
3,19,1051.5,0.6,0,1
3,39,1101.333333,0,0,0
9,81,2477.666667,0,0,0
1,37,1501.166667,0.4,0,1
0,85,1736.447368,0.6,0,0
0,13,94.5,0.4,0,0
0,10,269,0,0,0
0,36,833.0833333,1,1,0
2,4,86.75,0,0,0
0,44,547,0.6,0,0
0,5,1474.5,0,0,0
0,1,0,0,1,0
4,11,787,0,1,0
0,3,17,0.4,0,0
0,7,323.5,0,0,0
0,62,813.0519481,0,1,0
0,11,2028.5,0,0,0
5,56,2220.871465,0,0,0
0,15,440,0.8,0,0
0,17,1356,0.6,0,0
0,6,399,0,0,0
0,13,231.5,0,0,0
7,11,438.5833333,0,0,0
0,5,164,0,0,0
0,8,347.6666667,0.2,0,0
1,6,64,0.2,0,0
1,57,2931.580303,1,1,0
0,63,1462.45,0,0,1
0,22,402.5,0.8,0,0
4,18,727.6190476,0,1,0
1,15,553.1666667,0,1,0
2,22,460.6666667,0.6,0,0
0,2,0,0.8,0,0
3,22,2837.166667,0,0,0
2,34,541.5,0,0,0
0,2,13,0,0,0
6,3,70.5,0,0,0
2,3,264,0.6,0,0
0,89,1638.888095,0.8,0,0
1,14,1383.5,0,0,1
0,5,215,0.6,0,0
8,26,1382.66514,0.6,0,0
4,42,352.5,0,0,0
0,41,1444.166667,0,0,0
3,16,250.0833333,0,0,0
0,15,327.5,0,0,0
3,48,1085.078571,0,0,0
0,58,2665.798039,0.8,0,0
0,5,164,0,1,0
1,20,816.5,0.8,0,0
6,25,2877.5,0,0,0
0,3,36,0,1,0
3,19,448.0333333,0,1,0
0,6,30,0.8,0,0
7,181,6842.002513,0,1,0
10,126,2645.833333,0.6,0,0
1,21,586.1892857,0.6,0,0
5,37,1133.016667,0,0,1
0,42,562.6666667,0,0,0
0,11,219.5,0.6,0,0
3,35,468,0,0,0
1,62,3000.250794,0,0,0
0,13,816.9545455,0,0,0
0,1,0,0,0,0
0,9,143,1,1,0
0,15,1861.5,0,0,0
0,6,815,0.2,0,0
4,6,165.5,0,0,0
11,26,1090.916667,0,0,0
0,8,133,0,1,0
0,9,83,0.6,0,0
0,7,24,0.8,0,0
1,25,533.0714286,0,0,0
0,13,303.4,0,0,1
0,31,516.4761905,0,1,0
0,5,72.5,0,0,0
1,34,652.9238095,1,1,0
2,79,3393.903571,1,1,0
0,11,210,0,0,0
0,10,466.5,0,0,0
2,28,2778.333333,0,1,0
2,10,677.5,0,0,0
3,23,908.4666667,0.8,0,0
0,22,346.8333333,0,0,1
8,25,481.1666667,0,0,0
7,22,661.6309524,0,0,0
0,13,324,0,1,0
0,11,185,0.6,0,0
1,26,670.1666667,0,0,0
0,15,183.8333333,0.8,0,0
0,106,5633.538274,1,1,0
0,5,17,0,0,0
1,12,936,0,1,1
2,42,1329.666667,0,1,1
0,1,24,0,1,0
0,26,1026.75,0.2,0,0
0,35,2068.928571,0,0,1
0,4,118,0,0,0
0,9,167,0,0,0
0,3,35,0.6,0,0
0,1,0,0,0,0
0,4,57,0,1,0
4,46,953.0686869,0,1,0
2,11,714.5,0,1,0
0,1,0,0.8,0,0
0,5,25,0.8,0,0
12,61,1797.298291,0,0,0
0,10,154.5,0.2,0,0
0,8,118,0.2,0,0
7,48,805.0992979,0,0,0
0,9,138.5,0.6,0,0
9,38,1190.616667,0,0,0
8,20,411.3888889,0,1,1
0,47,778.7619048,0,1,0
0,18,495,0.8,0,0
2,22,512.05,0.6,0,0
5,21,998.4,0,0,1
4,30,1049.833333,0,1,0
2,12,472.9166667,0,0,0
17,157,5645.176455,0.8,0,0
0,1,0,0,1,0
3,6,1615,0.8,0,0
0,5,28.33333333,0,1,0
1,2,7,0,1,0
0,19,283.5,0.8,0,0
10,85,2694.833333,0,0,0
3,32,1130.84697,0,1,0
9,112,2478.622727,0.2,0,1
1,29,1714.4,0,0,0
0,46,2213.366667,1,1,0
0,2,0,0,0,0
4,22,739.5833333,0,1,0
16,74,3206.193407,0.6,0,0
0,1,0,0.2,0,0
4,17,1243.5,0,0,1
6,24,1448.333333,0,1,0
0,1,0,0,0,0
0,11,304,0,0,0
3,25,304.5,0,0,0
0,86,1699.666667,0.6,0,0
1,4,467,0,0,0
0,63,4833.925,0,0,0
2,109,3731.138116,0.2,0,0
0,2,20,0,0,0
0,1,0,0.6,0,0
0,6,245,0.8,0,0
0,1,504,0,0,0
1,19,1263.333333,0.6,0,1
15,112,4509.823016,0,0,0
1,36,585.178355,0,0,0
0,0,0,0,0,0
6,26,536,0,0,0
0,18,570.3333333,0,1,0
1,15,496.75,0,0,1
5,85,2197.195238,0.8,0,0
0,4,72.66666667,0.4,0,0
4,23,542.3333333,0.6,0,1
0,10,342.1666667,0,0,1
6,80,1190.418903,0.8,0,0
3,2,74.66666667,0.8,0,0
3,58,1978.214286,0.6,0,0
0,79,3129.393438,0,0,0
0,11,751.5,0,0,0
4,111,2748.624538,0,0,0
1,12,321.8333333,0.4,0,0
8,109,2926.431962,0,0,1
2,54,2070.643939,0,0,0
2,8,214.3333333,0,0,0
6,5,39.5,0,0,0
9,49,1592.133333,0,1,0
5,26,986.9166667,0,0,0
0,12,418.3333333,0,0,0
0,12,1111,0.6,0,0
0,4,536.5,0,0,0
2,32,410.1166667,0,1,0
0,3,5,0,0,0
8,79,2650.408502,0,0,0
0,15,450.2,0,0,0
4,131,2749.058333,0,0,0
2,75,1959.304762,0,0,0
3,35,869.0611111,0.8,0,0
0,25,1320.5,0.8,0,0
3,19,976.3382353,0,1,1
6,13,522,0,0,1
4,57,1008.916667,0,1,0
1,17,931,0,0,0
0,1,0,0.6,0,0
2,7,49,0,0,0
0,6,25,0,0,0
1,26,933.3333333,0,0,0
10,22,1552.547619,0,0,0
5,71,3439.733242,0,0,0
2,16,1851.5,0,0,0
2,5,40,0.6,0,0
0,1,0,0,0,0
0,20,457.5833333,0,1,0
2,33,2081.5,0.6,0,0
2,33,1310.472222,0.4,0,0
4,34,1001.166667,0,1,0
6,42,3436.066667,0,0,0
1,11,198.1666667,0,0,0
2,17,296.2333333,0,1,0
2,13,1649,0,0,0
2,11,574.3333333,0.4,0,1
0,6,161,0.2,0,0
0,39,2643.333333,0.4,0,0
3,10,706,0,1,0
7,45,2996.4875,0,0,0
0,5,108,0,0,0
4,45,2171.174592,0.4,0,0
0,23,255.6388889,0,0,0
8,57,1925.102381,0,0,0
0,8,202.3333333,0,1,0
0,15,239,0,1,0
4,26,380.1666667,0,0,0
0,16,79,0,1,0
0,93,4324.737073,1,1,0
1,89,2114.083333,0.2,0,0
0,2,149,0,0,0
0,15,894,0,0,0
0,36,925.8333333,0.8,0,0
0,4,50,0,0,0
1,2,85,0,0,0
11,35,625.0856893,0,1,0
2,7,164.5,0.4,0,0
0,20,275.6666667,0,0,0
0,89,5044.75689,0.8,0,0
0,5,691,0.6,0,0
0,2,0,0.6,0,0
4,117,1569.866667,0,0,0
0,43,1368.484848,0.6,0,0
9,36,1697.55,0.2,0,0
0,1,0,0,0,0
0,23,1134.5,0.8,0,0
7,58,2787.25,0,0,0
0,1,0,0,0,0
0,11,297.25,0,0,0
0,27,352.0833333,0,0,0
0,4,26,0,0,0
1,15,1486.666667,0,1,0
5,82,1164.099635,0,0,0
0,18,1360.5,0.6,0,0
0,6,156,0.2,0,0
3,46,1942.933333,0,0,0
0,1,0,0,0,0
0,10,133.8333333,0.4,0,0
0,5,36,0,0,0
2,30,1407.5,0,0,1
0,1,0,0,0,0
3,20,1187.5,0,0,0
0,40,1090.566667,0,0,0
1,1,0,0.4,0,0
6,9,115.5,0,1,0
0,8,463,0,0,0
5,6,91.5,0.2,0,0
0,42,840.8333333,0,0,0
9,43,895.9731685,0,0,1
0,7,76.5,0,0,0
0,7,104.3333333,0.8,0,0
1,26,466.5,0,0,0
1,11,345.1666667,0,0,0
0,8,203,0,1,0
0,20,869.8,0,1,0
1,6,68.5,0.4,0,0
0,57,980.8333333,0.8,0,0
0,45,1438.722222,0.8,0,0
3,10,423.6666667,0,1,0
0,8,185.5,0,1,0
0,5,74,0.8,0,0
0,13,421.1666667,0.8,0,0
0,7,578.2,0,1,1
12,127,6931.049725,1,1,0
1,11,522.6666667,0,0,0
2,36,1720.416667,0.2,0,0
0,22,2464.9,0.8,0,0
0,8,240,0.2,0,1
1,101,5459.967105,0.2,0,0
0,15,328.4166667,0,1,0
3,8,1046.5,0,1,0
1,8,268,0,0,0
0,14,354.25,0,0,1
3,8,127.6666667,0,0,0
0,3,15,0.4,0,0
1,9,455,0,1,1
5,58,2153.71859,0,1,0
0,8,166.25,0,1,0
1,11,578,0,0,0
3,10,284,1,1,0
0,2,130,0,0,0
4,28,341.35,0,0,0
0,4,40.5,0,0,0
8,52,2826.790048,0,1,0
6,41,2078.666667,0,0,0
0,2,0,0.6,0,0
0,1,0,0,0,0
1,19,881.1666667,0,0,0
0,30,950.8333333,0,0,0
2,44,2279.222222,0,0,0
0,16,729,0,0,0
10,8,217.8666667,0.6,0,0
0,12,354,0,1,0
8,39,1390.866667,0,0,1
0,4,104,0,0,0
1,25,591.8928571,0,1,1
4,33,1829.183333,0.6,0,1
2,8,316.5,0,1,0
0,25,903.7,0,0,0
0,5,517.5,0,0,0
0,59,2946.6,0,1,1
0,29,740.5,0,0,0
0,34,4566.238095,0.8,0,0
8,128,3158.561476,0,0,0
0,2,55,0.4,0,0
5,56,441.2166667,0.2,0,0
0,3,242,0,0,0
0,5,1439.5,0,0,0
0,12,312.6666667,0,0,0
0,8,56.33333333,1,1,0
2,14,689.3833333,0,0,1
0,15,614.3333333,0,0,0
3,23,422.730303,0,0,0
0,24,485.2839744,1,1,0
10,78,2588.077268,0,1,0
3,34,603.7071429,0,0,1
0,2,0,0.2,0,0
0,6,600,0,0,0
0,8,82.83333333,0,1,0
5,33,483.2666667,0.6,0,0
5,7,26,0,0,0
0,12,272.6666667,0,0,0
0,1,0,0,0,0
1,3,65,0.6,0,0
8,49,4051.375,0,0,0
7,68,1725.870671,0,1,0
0,27,359,0,1,0
4,12,159,0,1,0
0,24,676.1666667,0,1,1
3,19,707.2666667,0,0,0
1,35,1178,1,1,0
0,6,56,0.8,0,0
1,35,1916.9,0.2,0,1
0,57,2773.166667,0,0,0
0,18,297.3,0,0,0
1,18,631.6666667,0,0,1
0,14,1340.75,0.6,0,1
0,23,282.5,0.6,0,0
0,7,76,0,0,0
2,17,434,0,0,0
0,4,464.6666667,0.6,0,0
0,5,240.5,0,0,0
0,24,530,0,1,0
5,24,495.2738095,0,0,0
0,62,2232.45,0.4,0,0
1,5,151,0,0,0
0,2,49,0,0,0
6,50,1845.166667,0,0,0
0,27,1523.05,0,0,1
0,5,70,0.4,0,0
2,31,1552.883333,0,0,0
1,25,381.3571429,0.8,0,0
2,96,5604.977381,0,0,1
11,40,1239.949603,0,1,1
1,9,265.25,0,1,0
0,24,657.6666667,0.8,0,0
2,3,11,0,0,0
0,25,1157.452381,0,0,0
0,17,1673.653846,0,0,0
0,16,355.5,0,0,1
1,90,5621.599206,0,0,0
0,11,123,0,0,0
15,98,2806.829918,0,1,0
2,3,32,1,1,0
3,39,557.2452381,0.6,0,0
7,42,650.0333333,0,0,0
4,24,1614.22619,0,0,0
7,108,2973.125,1,1,0
7,67,3014.290476,0.8,0,0
1,54,801.5095238,0.2,0,0
0,3,27,0.8,0,0
0,8,70.5,0.6,0,0
0,23,363.5,0.8,0,0
0,15,436,0.8,0,0
0,31,1087,0,0,0
6,19,681.6190476,1,1,1
0,119,1243.180556,0,0,0
8,41,2504.699567,0,0,0
2,9,128,0,0,0
2,63,1903.666667,0.4,0,0
1,14,397,0,0,1
0,16,343.2,0.4,0,0
0,5,71,0,1,0
0,24,653,0.8,0,0
12,67,1564.444444,0,0,0
2,70,2509.25,0,0,1
0,3,0,0,0,0
2,24,242,0,0,0
0,13,646.7916667,0.8,0,0
0,23,209.8333333,0,0,0
2,11,713,0,0,1
0,4,112.5,0,0,0
1,44,630.3166667,0,0,0
0,1,0,0.6,0,0
11,122,6141.432139,0.2,0,0
0,19,536.2666667,0,0,0
7,31,590.5166667,0,1,0
2,17,490.5333333,0,0,0
2,18,631,0,0,0
0,6,916.25,0,0,0
0,2,37,0.2,0,0
0,16,571.5,0.4,0,0
0,14,1025,0,0,0
5,49,1143.348504,0,0,0
1,23,975.75,0,1,0
0,13,169,0,0,0
0,20,499.6666667,0.6,0,0
0,7,139.5,0,0,0
4,88,3827.753571,0,0,0
0,5,24,0,1,0
0,91,2058.534091,1,1,0
0,15,1639.5,0.8,0,0
4,3,24,0,0,0
0,11,720.5,0,0,0
0,6,56,0,1,0
5,16,324.5,0,0,0
0,36,472.6666667,0.8,0,0
0,5,38,0.6,0,0
0,4,568.4782609,0.4,0,0
1,29,569.1666667,0,0,1
0,3,0,0.6,0,0
0,37,1669.559524,0,0,0
1,29,986.8333333,0,0,0
1,62,2414.9,0,0,1
0,24,330.0833333,1,1,0
0,6,83,0.6,0,0
1,21,744.8333333,0,1,0
1,16,120,0,0,0
0,2,0,0,0,0
7,34,1540.75,0,0,0
0,8,89.5,0,0,0
1,17,1723,0,0,0
0,7,191,0,0,0
4,94,1576.205078,0.6,0,0
0,15,506,0.6,0,0
0,39,537,0,0,0
2,12,239.75,0.4,0,0
8,44,1470.333333,0,1,0
0,3,105.25,0,1,0
0,21,1636.5,0.4,0,0
0,1,0,0.6,0,0
4,14,273.25,0,1,0
1,19,362,0,0,0
3,21,1623.5,0.6,0,1
2,35,1643.333333,0.2,0,0
0,4,0,0.6,0,0
14,56,1080.266667,0.6,0,0
0,12,152,1,1,0
2,14,574.5,0,0,0
0,11,142.4166667,0,0,0
2,55,1420.472496,0.8,0,0
0,5,19,0.6,0,0
0,10,3291,0,0,0
0,47,1144.483333,0,0,0
10,17,404,0,1,0
4,28,714.9666667,0,1,0
0,25,527.5,0.8,0,0
1,8,66,0.4,0,0
7,125,4313.139103,0,1,0
0,15,454.75,0,1,0
2,17,1205.566667,0.8,0,1
0,41,1652.75,0,1,0
0,7,239.5,0,1,0
0,14,1539,0,0,0
2,6,192.5,0.6,0,0
3,76,2208.788095,0,1,0
2,105,2062.443592,0.6,0,0
4,30,1456.783333,0,0,1
0,12,260,0.6,0,0
0,7,604,0,0,1
7,13,362.5,0,0,0
1,30,1584.3,0,1,0
4,79,3855.2,0.6,0,0
1,14,543.8333333,0,1,0
0,12,574,0,0,0
0,10,127.75,0,0,0
1,39,2666,0.2,0,0
0,3,0,0,0,0
0,23,1166.333333,0,0,0
16,276,4758.380638,0,1,1
0,8,308,0,0,1
7,100,2463.244841,0,0,0
0,3,28,0,0,0
1,24,958.25,0,0,0
4,16,331.3333333,0,0,1
6,24,516.4166667,0,1,1
0,18,689.6666667,0,1,0
0,22,887.3547619,0,0,0
3,15,2026.47619,0,0,0
4,16,529.3333333,0,0,0
1,52,2376.861905,0,0,0
1,33,1564.17381,0,1,0
4,20,1180,0,0,1
0,14,291.6,1,1,0
0,2,203,0,0,0
2,32,871.8333333,0.6,0,0
4,78,3098.992857,0,1,0
2,19,2340.5,0,0,0
0,5,108,0,0,0
1,59,1927.122222,0,0,1
0,15,143.75,0.6,0,0
0,9,553,0,0,1
0,7,855,0,0,0
8,27,880.8,0,1,1
1,7,37,0.6,0,0
0,29,1721.125,0.6,0,0
1,70,3345.685836,0,0,1
0,29,809.1666667,0,0,0
0,10,466.75,0,1,0
1,35,1513,0.4,0,0
1,51,769.9928571,0,1,0
0,11,126.6666667,0.4,0,0
0,25,317.5,0,0,0
0,9,389,0.2,0,0
0,2,44,0,0,0
0,13,252,0,0,0
5,291,12065.18135,0,0,0
1,33,616.4333333,0,0,0
0,10,978,0,0,0
5,16,487.6666667,0,0,0
0,3,60,0,1,0
0,1,0,0,1,0
0,23,647.5,0,0,0
0,14,204.5,0.6,0,0
0,10,72,0.6,0,0
1,18,143.85,0,0,0
7,5,258.0833333,0,0,0
0,7,99.7,0.2,0,0
1,7,277,0.4,0,0
0,12,1886.5,0.6,0,0
0,80,1987.533333,0.8,0,0
0,17,391.8666667,1,1,0
0,1,0,0,0,0
6,83,791.9559524,0.6,0,0
0,9,127.5,0,0,0
0,38,2259.2,0.2,0,0
0,23,1232.733333,0,1,1
1,30,1018,0,0,1
1,29,1397.5,0.8,0,0
0,18,292.5,0,0,0
1,11,183.5,0,1,0
0,16,765.4454545,0.8,0,0
0,20,1006.666667,0.6,0,0
1,12,764.75,0.4,0,1
0,2,61,0,0,0
0,48,1304.666667,0.6,0,0
7,67,1336.554221,0,0,0
0,12,336.8,0.6,0,0
1,8,183,0,0,0
2,19,813.1,0,0,1
0,2,0,0.6,0,0
4,21,664.3333333,0,1,0
0,1,0,0,1,0
0,6,655,0,1,0
1,10,343,0,0,0
0,51,5407.788889,0,0,0
1,18,691.5,0,0,0
9,114,3772.405525,0,1,1
5,4,24.5,1,1,0
3,27,2154.72381,0,1,0
0,22,883,0,0,0
0,4,33,0.6,0,0
0,14,632,0,0,0
0,3,25,1,1,0
0,14,180.5,0,0,0
0,9,73.66666667,0.2,0,0
3,26,1097.05,0,0,0
0,10,611,0.8,0,0
8,20,413,0,0,1
0,20,724.1333333,0.6,0,0
3,7,441,0,0,0
0,65,1803.584127,0.8,0,0
0,11,855.25,0,0,0
1,9,466.6666667,0,1,0
7,38,2311.090909,0,0,0
0,15,309.8,0.2,0,0
1,27,889,0,0,0
0,9,78.25,0,1,0
0,11,142.1666667,0,1,0
0,5,57,0.6,0,0
0,22,647.6666667,1,1,0
1,14,836.8333333,0,0,0
0,18,133,0,1,0
4,71,1145.571429,0,0,0
0,15,984,0,1,0
6,53,2797.213095,0.8,0,0
0,2,0,0,1,0
0,3,108,0,0,0
6,4,34,0,0,0
0,6,399,0,0,1
1,16,388.7444444,0,0,0
3,67,3872.50942,0,1,0
0,4,59,0.8,0,0
5,36,818.5,0.8,0,0
0,57,4115.233333,0,0,0
0,10,146.7666667,0,0,0
0,17,212.8333333,0.4,0,0
4,66,3268.075758,1,1,0
0,17,295,0.8,0,0
3,8,261.6,0,0,0
0,3,62,0.8,0,0
3,25,413.7222222,0,0,0
0,13,1005,0,0,0
0,54,2222.9,0,0,0
0,1,0,0.2,0,0
0,1,0,0,0,0
2,21,467.952381,0,0,0
1,13,531,0,0,0
0,4,142,0.6,0,0
4,3,86,0,0,0
1,20,870.6666667,0,0,0
0,7,1010.166667,0,0,0
0,9,27.5,0,0,0
0,72,1353.115146,0,1,0
2,26,542.1666667,0,0,0
0,28,623.9666667,0.6,0,0
0,4,123,0,0,0
0,2,19,0,0,0
0,1,0,0,0,0
2,12,375,0,0,1
10,18,782.5,0,1,0
0,7,442.1666667,0,0,0
6,36,696.4027778,0,1,0
0,14,443.2083333,0,0,0
1,6,135.5,1,1,0
0,23,213.5,0.8,0,0
0,2,262,0,0,0
0,5,1144,1,1,0
0,2,16,0.8,0,0
6,23,251.3333333,0,0,0
0,13,171.5,0.8,0,0
0,22,892,0,1,1
0,1,0,0,0,0
2,59,468.1916667,0.2,0,0
0,7,180,0.6,0,0
12,60,1993.915257,0,0,0
3,17,174.8333333,0,0,0
3,39,1501.333333,0,1,0
0,14,121,0.4,0,0
5,39,1584.044444,0,0,0
0,25,438.075,0.6,0,0
7,25,687.5333333,0,0,0
0,12,103,0.6,0,0
1,29,826.85,0,0,1
11,172,4086.144897,0.4,0,0
2,10,894.6666667,0,0,0
5,29,1858.733333,0,0,0
2,24,368.3333333,0.4,0,0
0,3,6,0.6,0,0
0,8,211.3333333,0,1,0
3,26,1197.666667,0,0,0
0,6,671.6666667,0,0,0
5,36,3473.733333,0,0,0
0,16,2515.1,0,0,0
4,6,173,0,0,0
0,60,967.25,0.6,0,0
0,8,388.5,0,0,0
0,7,906,0.4,0,1
8,19,548.8831169,0,1,0
0,7,262.375,0,0,0
0,8,549,0.6,0,0
2,6,1564,0,0,0
1,15,188.5,0,0,0
4,28,884.8040616,0,0,0
0,4,81,0.4,0,0
0,19,1651.928571,1,1,0
3,14,243.8333333,0,0,0
5,7,54.5,0.2,0,0
7,46,5492.366667,0,0,0
1,7,151.5,0,0,1
4,60,731.3333333,0,0,0
4,39,1752.942857,0.2,0,0
2,13,195,0,0,0
3,7,274.25,0,0,0
1,33,3583.166667,0,1,0
0,13,474.6818182,0,0,0
0,1,0,0,0,0
0,4,79,0,0,0
0,9,71.75,1,1,0
0,66,6100.527778,0.8,0,0
0,93,3646.278788,0,0,0
2,11,778,0.8,0,0
0,14,592.5666667,1,1,0
2,23,343.6666667,0.6,0,0
7,28,1249.628205,0,0,0
0,7,1260.666667,0.8,0,0
0,38,1377.409524,0,0,0
3,15,675.8333333,0,0,0
0,18,1259,0,0,0
0,16,1472,0,0,0
0,6,219.5,0,0,0
3,28,2394,0,0,0
0,29,364.1666667,0,0,0
5,6,190.4,0,1,0
0,14,253.1666667,0.6,0,0
0,49,579.5833333,0,0,0
0,9,953.8333333,0,1,1
0,7,297,0.8,0,0
0,21,597.3333333,0.6,0,0
3,105,2900.638469,0,1,0
5,15,304.5,0,0,0
0,3,55,0.6,0,0
1,7,934,0,0,0
2,16,1098,0,0,0
2,65,5478.530087,0,0,0
4,37,1873.166667,0,0,0
0,72,2129.333333,0.8,0,0
9,39,1721.872725,0,0,0
0,14,655.1666667,0,1,0
0,31,1008.416667,0,0,0
0,1,0,0,0,0
1,33,504,0,0,0
2,14,1033.066667,0,1,0
3,16,463.4166667,1,1,0
4,217,4153.276587,0,1,0
0,23,456.3333333,0,0,0
0,7,84.33333333,0,0,0
0,4,56.5,0.4,0,0
0,7,128.3333333,0,0,0
4,32,1205.583333,0,1,0
6,187,4987.688889,0,0,0
0,2,33,0,0,0
1,30,1845.333333,0,0,0
1,36,1195.726923,0,1,0
0,31,457.4047799,0.8,0,0
0,3,69,0,1,0
1,12,189.6666667,0,0,0
4,25,788.2666667,0,0,1
2,21,1647.5,0,0,0
0,24,1483.333333,0.4,0,0
0,5,50,0.4,0,0
0,12,304.75,0.8,0,0
0,2,1207,0,0,0
0,8,123,0,0,1
5,21,893.45,0,1,1
3,6,794.5,0.2,0,0
2,31,2725,0,1,0
3,22,746.1666667,0,1,0
0,1,0,0,0,0
0,14,433.8333333,0,1,0
0,6,4,0.6,0,0
1,6,311.5,0,1,0
0,7,123.5,0,0,0
2,159,1905.652754,0,0,0
0,5,162.5,0,0,0
4,4,61,0,0,0
0,15,304.1666667,0,1,0
0,20,301.5,0.8,0,0
0,7,210,0,1,0
3,7,102,0.4,0,0
5,38,2246.166667,0.2,0,0
1,4,2210.5,0,1,0
1,13,417,0.4,0,1
0,2,689,0,0,0
0,15,789.6666667,0,0,1
2,6,549,0,0,0
7,32,879.9166667,0,0,0
2,3,202.8333333,0,0,0
2,25,506.7666667,0,0,0
0,20,806.5,0.6,0,0
5,54,1835.066667,0,0,0
4,115,5016.351205,0.4,0,0
5,79,5664.146032,0,0,0
5,11,126.5,0,0,0
0,97,7515.583333,0.8,0,0
3,26,485.8333333,0,1,0
8,72,1248.242262,0,1,0
12,38,1485.566667,0,0,0
0,4,67,0.6,0,0
1,57,2816.55307,0,0,0
1,24,3209,0,0,0
0,13,136,0.8,0,0
1,37,1420.733333,0,1,1
0,5,108,0,1,0
0,8,152,0.6,0,0
1,10,347,0,1,0
2,3,45.33333333,0,1,0
6,15,287.2916667,0,0,0
7,21,654.5,0,0,0
0,8,202.8333333,0,0,0
2,10,1580,0,0,1
0,81,2071,0.6,0,0
0,16,190.75,0,0,0
2,18,813.8,0.8,0,0
0,9,76,0,0,0
0,56,4377.983333,0.8,0,0
1,8,162.5,0,0,0
5,18,463.5,0,0,0
0,17,182,0,0,0
2,31,519.9166667,0,0,0
2,31,618,0,0,0
0,7,193.3333333,0,0,0
1,37,1296.942857,0.8,0,0
0,3,20,0,0,0
0,2,157,0,0,0
2,16,305.4285714,0.2,0,0
0,8,65,0,1,0
1,36,440.6,1,1,0
0,4,61,0,0,0
0,7,1689,0.6,0,0
0,2,17,0.4,0,0
1,57,1518.903694,0,0,0
1,16,727.7142857,0,1,0
1,24,302.9833333,0.6,0,0
5,55,2831.561111,0,0,0
0,20,480.8571429,1,1,0
0,6,82,0.6,0,0
6,57,1575.216667,0,0,0
5,55,1546.503822,0,1,0
0,2,0,0,0,0
1,34,944.297619,0,0,0
0,6,186,0,0,0
4,25,796.3,0.8,0,0
0,17,65,0.8,0,0
0,26,1035.821429,0,0,0
