ProductRelated_Duration,SpecialDay,Weekend,Revenue
2926.431962,0,0,1
2070.643939,0,0,0
214.3333333,0,0,0
39.5,0,0,0
1592.133333,0,1,0
986.9166667,0,0,0
418.3333333,0,0,0
1111,0.6,0,0
536.5,0,0,0
410.1166667,0,1,0
5,0,0,0
2650.408502,0,0,0
450.2,0,0,0
2749.058333,0,0,0
1959.304762,0,0,0
869.0611111,0.8,0,0
1320.5,0.8,0,0
976.3382353,0,1,1
522,0,0,1
1008.916667,0,1,0
931,0,0,0
0,0.6,0,0
49,0,0,0
25,0,0,0
933.3333333,0,0,0
1552.547619,0,0,0
3439.733242,0,0,0
1851.5,0,0,0
40,0.6,0,0
0,0,0,0
457.5833333,0,1,0
2081.5,0.6,0,0
1310.472222,0.4,0,0
1001.166667,0,1,0
3436.066667,0,0,0
198.1666667,0,0,0
296.2333333,0,1,0
1649,0,0,0
574.3333333,0.4,0,1
161,0.2,0,0
2643.333333,0.4,0,0
706,0,1,0
2996.4875,0,0,0
108,0,0,0
2171.174592,0.4,0,0
255.6388889,0,0,0
1925.102381,0,0,0
202.3333333,0,1,0
239,0,1,0
380.1666667,0,0,0
79,0,1,0
4324.737073,1,1,0
2114.083333,0.2,0,0
149,0,0,0
894,0,0,0
925.8333333,0.8,0,0
50,0,0,0
85,0,0,0
625.0856893,0,1,0
164.5,0.4,0,0
275.6666667,0,0,0
5044.75689,0.8,0,0
691,0.6,0,0
0,0.6,0,0
1569.866667,0,0,0
1368.484848,0.6,0,0
1697.55,0.2,0,0
0,0,0,0
1134.5,0.8,0,0
2787.25,0,0,0
0,0,0,0
297.25,0,0,0
352.0833333,0,0,0
26,0,0,0
1486.666667,0,1,0
1164.099635,0,0,0
1360.5,0.6,0,0
156,0.2,0,0
1942.933333,0,0,0
0,0,0,0
133.8333333,0.4,0,0
36,0,0,0
1407.5,0,0,1
0,0,0,0
1187.5,0,0,0
1090.566667,0,0,0
0,0.4,0,0
115.5,0,1,0
463,0,0,0
91.5,0.2,0,0
840.8333333,0,0,0
895.9731685,0,0,1
76.5,0,0,0
104.3333333,0.8,0,0
466.5,0,0,0
345.1666667,0,0,0
203,0,1,0
869.8,0,1,0
68.5,0.4,0,0
980.8333333,0.8,0,0
1438.722222,0.8,0,0
423.6666667,0,1,0
185.5,0,1,0
74,0.8,0,0
421.1666667,0.8,0,0
578.2,0,1,1
6931.049725,1,1,0
522.6666667,0,0,0
1720.416667,0.2,0,0
2464.9,0.8,0,0
240,0.2,0,1
5459.967105,0.2,0,0
328.4166667,0,1,0
1046.5,0,1,0
268,0,0,0
354.25,0,0,1
127.6666667,0,0,0
15,0.4,0,0
455,0,1,1
2153.71859,0,1,0
166.25,0,1,0
578,0,0,0
284,1,1,0
130,0,0,0
341.35,0,0,0
40.5,0,0,0
2826.790048,0,1,0
2078.666667,0,0,0
0,0.6,0,0
0,0,0,0
881.1666667,0,0,0
950.8333333,0,0,0
2279.222222,0,0,0
729,0,0,0
217.8666667,0.6,0,0
354,0,1,0
1390.866667,0,0,1
104,0,0,0
591.8928571,0,1,1
1829.183333,0.6,0,1
316.5,0,1,0
903.7,0,0,0
517.5,0,0,0
2946.6,0,1,1
740.5,0,0,0
4566.238095,0.8,0,0
3158.561476,0,0,0
55,0.4,0,0
441.2166667,0.2,0,0
242,0,0,0
1439.5,0,0,0
312.6666667,0,0,0
56.33333333,1,1,0
689.3833333,0,0,1
614.3333333,0,0,0
422.730303,0,0,0
485.2839744,1,1,0
2588.077268,0,1,0
603.7071429,0,0,1
0,0.2,0,0
600,0,0,0
82.83333333,0,1,0
483.2666667,0.6,0,0
26,0,0,0
272.6666667,0,0,0
0,0,0,0
65,0.6,0,0
4051.375,0,0,0
1725.870671,0,1,0
359,0,1,0
159,0,1,0
676.1666667,0,1,1
707.2666667,0,0,0
1178,1,1,0
56,0.8,0,0
1916.9,0.2,0,1
2773.166667,0,0,0
297.3,0,0,0
631.6666667,0,0,1
1340.75,0.6,0,1
282.5,0.6,0,0
76,0,0,0
434,0,0,0
464.6666667,0.6,0,0
240.5,0,0,0
530,0,1,0
495.2738095,0,0,0
2232.45,0.4,0,0
151,0,0,0
49,0,0,0
1845.166667,0,0,0
1523.05,0,0,1
70,0.4,0,0
1552.883333,0,0,0
381.3571429,0.8,0,0
5604.977381,0,0,1
1239.949603,0,1,1
265.25,0,1,0
657.6666667,0.8,0,0
11,0,0,0
1157.452381,0,0,0
1673.653846,0,0,0
355.5,0,0,1
5621.599206,0,0,0
123,0,0,0
2806.829918,0,1,0
32,1,1,0
557.2452381,0.6,0,0
650.0333333,0,0,0
1614.22619,0,0,0
2973.125,1,1,0
3014.290476,0.8,0,0
801.5095238,0.2,0,0
27,0.8,0,0
70.5,0.6,0,0
363.5,0.8,0,0
436,0.8,0,0
1087,0,0,0
681.6190476,1,1,1
1243.180556,0,0,0
2504.699567,0,0,0
128,0,0,0
1903.666667,0.4,0,0
397,0,0,1
343.2,0.4,0,0
71,0,1,0
653,0.8,0,0
1564.444444,0,0,0
2509.25,0,0,1
0,0,0,0
242,0,0,0
646.7916667,0.8,0,0
209.8333333,0,0,0
713,0,0,1
112.5,0,0,0
630.3166667,0,0,0
0,0.6,0,0
6141.432139,0.2,0,0
536.2666667,0,0,0
590.5166667,0,1,0
490.5333333,0,0,0
631,0,0,0
916.25,0,0,0
37,0.2,0,0
571.5,0.4,0,0
1025,0,0,0
1143.348504,0,0,0
975.75,0,1,0
169,0,0,0
499.6666667,0.6,0,0
139.5,0,0,0
3827.753571,0,0,0
24,0,1,0
2058.534091,1,1,0
1639.5,0.8,0,0
24,0,0,0
720.5,0,0,0
56,0,1,0
324.5,0,0,0
472.6666667,0.8,0,0
38,0.6,0,0
568.4782609,0.4,0,0
569.1666667,0,0,1
0,0.6,0,0
1669.559524,0,0,0
986.8333333,0,0,0
2414.9,0,0,1
330.0833333,1,1,0
83,0.6,0,0
744.8333333,0,1,0
120,0,0,0
0,0,0,0
1540.75,0,0,0
89.5,0,0,0
1723,0,0,0
191,0,0,0
1576.205078,0.6,0,0
506,0.6,0,0
537,0,0,0
239.75,0.4,0,0
1470.333333,0,1,0
105.25,0,1,0
1636.5,0.4,0,0
0,0.6,0,0
273.25,0,1,0
362,0,0,0
1623.5,0.6,0,1
1643.333333,0.2,0,0
0,0.6,0,0
1080.266667,0.6,0,0
152,1,1,0
574.5,0,0,0
142.4166667,0,0,0
1420.472496,0.8,0,0
19,0.6,0,0
3291,0,0,0
1144.483333,0,0,0
404,0,1,0
714.9666667,0,1,0
527.5,0.8,0,0
66,0.4,0,0
4313.139103,0,1,0
454.75,0,1,0
1205.566667,0.8,0,1
1652.75,0,1,0
239.5,0,1,0
1539,0,0,0
192.5,0.6,0,0
2208.788095,0,1,0
2062.443592,0.6,0,0
1456.783333,0,0,1
260,0.6,0,0
604,0,0,1
362.5,0,0,0
1584.3,0,1,0
3855.2,0.6,0,0
543.8333333,0,1,0
574,0,0,0
127.75,0,0,0
2666,0.2,0,0
0,0,0,0
1166.333333,0,0,0
4758.380638,0,1,1
308,0,0,1
2463.244841,0,0,0
28,0,0,0
958.25,0,0,0
331.3333333,0,0,1
516.4166667,0,1,1
689.6666667,0,1,0
887.3547619,0,0,0
2026.47619,0,0,0
529.3333333,0,0,0
2376.861905,0,0,0
1564.17381,0,1,0
1180,0,0,1
291.6,1,1,0
203,0,0,0
871.8333333,0.6,0,0
3098.992857,0,1,0
2340.5,0,0,0
108,0,0,0
1927.122222,0,0,1
143.75,0.6,0,0
553,0,0,1
855,0,0,0
880.8,0,1,1
37,0.6,0,0
1721.125,0.6,0,0
3345.685836,0,0,1
809.1666667,0,0,0
466.75,0,1,0
1513,0.4,0,0
769.9928571,0,1,0
126.6666667,0.4,0,0
317.5,0,0,0
389,0.2,0,0
44,0,0,0
252,0,0,0
12065.18135,0,0,0
616.4333333,0,0,0
978,0,0,0
487.6666667,0,0,0
60,0,1,0
0,0,1,0
647.5,0,0,0
204.5,0.6,0,0
72,0.6,0,0
143.85,0,0,0
258.0833333,0,0,0
99.7,0.2,0,0
277,0.4,0,0
1886.5,0.6,0,0
1987.533333,0.8,0,0
391.8666667,1,1,0
0,0,0,0
791.9559524,0.6,0,0
127.5,0,0,0
2259.2,0.2,0,0
1232.733333,0,1,1
1018,0,0,1
1397.5,0.8,0,0
292.5,0,0,0
183.5,0,1,0
765.4454545,0.8,0,0
1006.666667,0.6,0,0
764.75,0.4,0,1
61,0,0,0
1304.666667,0.6,0,0
1336.554221,0,0,0
336.8,0.6,0,0
183,0,0,0
813.1,0,0,1
0,0.6,0,0
664.3333333,0,1,0
0,0,1,0
655,0,1,0
343,0,0,0
5407.788889,0,0,0
691.5,0,0,0
3772.405525,0,1,1
24.5,1,1,0
2154.72381,0,1,0
883,0,0,0
33,0.6,0,0
632,0,0,0
25,1,1,0
180.5,0,0,0
73.66666667,0.2,0,0
1097.05,0,0,0
611,0.8,0,0
413,0,0,1
724.1333333,0.6,0,0
441,0,0,0
1803.584127,0.8,0,0
855.25,0,0,0
466.6666667,0,1,0
2311.090909,0,0,0
309.8,0.2,0,0
889,0,0,0
78.25,0,1,0
142.1666667,0,1,0
57,0.6,0,0
647.6666667,1,1,0
836.8333333,0,0,0
133,0,1,0
1145.571429,0,0,0
984,0,1,0
2797.213095,0.8,0,0
0,0,1,0
108,0,0,0
34,0,0,0
399,0,0,1
388.7444444,0,0,0
3872.50942,0,1,0
59,0.8,0,0
818.5,0.8,0,0
4115.233333,0,0,0
146.7666667,0,0,0
212.8333333,0.4,0,0
3268.075758,1,1,0
295,0.8,0,0
261.6,0,0,0
62,0.8,0,0
413.7222222,0,0,0
1005,0,0,0
2222.9,0,0,0
0,0.2,0,0
0,0,0,0
467.952381,0,0,0
531,0,0,0
142,0.6,0,0
86,0,0,0
870.6666667,0,0,0
1010.166667,0,0,0
27.5,0,0,0
1353.115146,0,1,0
542.1666667,0,0,0
623.9666667,0.6,0,0
123,0,0,0
19,0,0,0
0,0,0,0
375,0,0,1
782.5,0,1,0
442.1666667,0,0,0
696.4027778,0,1,0
443.2083333,0,0,0
135.5,1,1,0
213.5,0.8,0,0
262,0,0,0
1144,1,1,0
16,0.8,0,0
251.3333333,0,0,0
171.5,0.8,0,0
892,0,1,1
0,0,0,0
468.1916667,0.2,0,0
180,0.6,0,0
1993.915257,0,0,0
174.8333333,0,0,0
1501.333333,0,1,0
121,0.4,0,0
1584.044444,0,0,0
438.075,0.6,0,0
687.5333333,0,0,0
103,0.6,0,0
826.85,0,0,1
4086.144897,0.4,0,0
894.6666667,0,0,0
1858.733333,0,0,0
368.3333333,0.4,0,0
6,0.6,0,0
211.3333333,0,1,0
1197.666667,0,0,0
671.6666667,0,0,0
3473.733333,0,0,0
2515.1,0,0,0
173,0,0,0
967.25,0.6,0,0
388.5,0,0,0
906,0.4,0,1
548.8831169,0,1,0
262.375,0,0,0
549,0.6,0,0
1564,0,0,0
188.5,0,0,0
884.8040616,0,0,0
81,0.4,0,0
1651.928571,1,1,0
243.8333333,0,0,0
54.5,0.2,0,0
5492.366667,0,0,0
151.5,0,0,1
731.3333333,0,0,0
1752.942857,0.2,0,0
195,0,0,0
274.25,0,0,0
3583.166667,0,1,0
474.6818182,0,0,0
0,0,0,0
79,0,0,0
71.75,1,1,0
6100.527778,0.8,0,0
3646.278788,0,0,0
778,0.8,0,0
592.5666667,1,1,0
343.6666667,0.6,0,0
1249.628205,0,0,0
1260.666667,0.8,0,0
1377.409524,0,0,0
675.8333333,0,0,0
1259,0,0,0
1472,0,0,0
219.5,0,0,0
2394,0,0,0
364.1666667,0,0,0
190.4,0,1,0
253.1666667,0.6,0,0
579.5833333,0,0,0
953.8333333,0,1,1
297,0.8,0,0
597.3333333,0.6,0,0
2900.638469,0,1,0
304.5,0,0,0
55,0.6,0,0
934,0,0,0
1098,0,0,0
5478.530087,0,0,0
1873.166667,0,0,0
2129.333333,0.8,0,0
1721.872725,0,0,0
655.1666667,0,1,0
1008.416667,0,0,0
0,0,0,0
504,0,0,0
1033.066667,0,1,0
463.4166667,1,1,0
4153.276587,0,1,0
456.3333333,0,0,0
84.33333333,0,0,0
56.5,0.4,0,0
128.3333333,0,0,0
1205.583333,0,1,0
4987.688889,0,0,0
33,0,0,0
1845.333333,0,0,0
1195.726923,0,1,0
457.4047799,0.8,0,0
69,0,1,0
189.6666667,0,0,0
788.2666667,0,0,1
1647.5,0,0,0
1483.333333,0.4,0,0
50,0.4,0,0
304.75,0.8,0,0
1207,0,0,0
123,0,0,1
893.45,0,1,1
794.5,0.2,0,0
2725,0,1,0
746.1666667,0,1,0
0,0,0,0
433.8333333,0,1,0
4,0.6,0,0
311.5,0,1,0
123.5,0,0,0
1905.652754,0,0,0
162.5,0,0,0
61,0,0,0
304.1666667,0,1,0
301.5,0.8,0,0
210,0,1,0
102,0.4,0,0
2246.166667,0.2,0,0
2210.5,0,1,0
417,0.4,0,1
689,0,0,0
789.6666667,0,0,1
549,0,0,0
879.9166667,0,0,0
202.8333333,0,0,0
506.7666667,0,0,0
806.5,0.6,0,0
1835.066667,0,0,0
5016.351205,0.4,0,0
5664.146032,0,0,0
126.5,0,0,0
7515.583333,0.8,0,0
485.8333333,0,1,0
1248.242262,0,1,0
1485.566667,0,0,0
67,0.6,0,0
2816.55307,0,0,0
3209,0,0,0
136,0.8,0,0
1420.733333,0,1,1
108,0,1,0
152,0.6,0,0
347,0,1,0
45.33333333,0,1,0
287.2916667,0,0,0
654.5,0,0,0
202.8333333,0,0,0
1580,0,0,1
2071,0.6,0,0
190.75,0,0,0
813.8,0.8,0,0
76,0,0,0
4377.983333,0.8,0,0
162.5,0,0,0
463.5,0,0,0
182,0,0,0
519.9166667,0,0,0
618,0,0,0
193.3333333,0,0,0
1296.942857,0.8,0,0
20,0,0,0
157,0,0,0
305.4285714,0.2,0,0
65,0,1,0
440.6,1,1,0
61,0,0,0
1689,0.6,0,0
17,0.4,0,0
1518.903694,0,0,0
727.7142857,0,1,0
302.9833333,0.6,0,0
2831.561111,0,0,0
480.8571429,1,1,0
82,0.6,0,0
1575.216667,0,0,0
1546.503822,0,1,0
0,0,0,0
944.297619,0,0,0
186,0,0,0
796.3,0.8,0,0
65,0.8,0,0
1035.821429,0,0,0
298.5,0,0,0
612,0,0,0
2886.523521,0.8,0,0
2663.82381,0.6,0,0
2789.166667,0,0,1
982,0,1,0
295.6666667,0.2,0,0
3242,0,1,0
1735.595238,0.2,0,0
908.5,0,1,1
0,0.8,0,0
2094.983333,0.8,0,0
608.4,0,0,0
203.6666667,0,0,0
3731.079365,1,1,0
1042.416667,0.6,0,0
1034.583333,0,0,1
590.8333333,0,0,0
819,0,0,0
127,0.8,0,0
2091.662821,0,1,0
3279.407576,0.4,0,0
896.0666667,0.2,0,0
309,0,1,0
1609.313889,0,1,0
887.9166667,0.6,0,0
462.7333333,0,0,0
313,0,1,0
1192.5,0,0,0
3085.007143,0.2,0,0
260.2,0.4,0,0
0,0,0,0
1425.183333,0.8,0,0
137,0,1,0
746.8,0,0,0
1193,0,0,1
2387.990657,0,1,1
3068.922487,0,0,0
3096.375,0,0,1
1040.2,0,1,1
180.1666667,0,1,0
140,0,0,0
1217.2,0,0,0
80.5,0,0,0
3272,0.8,0,0
262,0,1,0
1075.759524,0,0,0
399.6666667,0.8,0,0
166.1666667,0,0,0
0,0,1,0
77.66666667,0,0,0
641.5,0,0,0
5432.836783,1,1,0
0,0,1,0
380,0.4,0,0
1556.6,0.4,0,0
752.4592075,0,1,0
2451.869048,0.4,0,1
777.2175325,1,1,0
1295.916667,0,1,0
1222.333333,0,0,1
528,0,0,0
1212.030303,0,0,0
783.45,0,1,0
2574.725974,0,0,0
52,0,1,0
151,1,1,0
648,0.8,0,0
114,0,1,0
2277.377056,1,1,0
3981.892484,0.4,0,0
222.6666667,0.8,0,0
0,0,1,0
200,0,1,0
2454.45,0,0,1
1479.083333,0.8,0,0
5233.590476,0,0,0
3156.501914,0,0,0
525.6666667,0,0,0
341.3666667,0,0,0
18,1,1,0
152.3333333,0.8,0,0
231.5,0,0,0
13,0,0,0
619.4,0,0,1
58,0,0,0
1545.833333,0,0,0
1525.666667,0,0,1
0,0,0,0
1838.5,0,0,0
19,0,1,0
693.5,0,0,1
1337.245455,0,0,0
2199.972222,0,1,0
0,0,0,0
374.3809524,0,0,0
0,0,0,0
819.9166667,0,1,0
953.5,0.8,0,1
34,0,0,0
240.5,0,0,0
4877.257071,0,1,0
404,0,0,0
83.5,0.4,0,0
89.33333333,0,0,0
380,0,1,0
1363.263492,0.6,0,1
1859.083333,0,0,1
35,0.4,0,0
2453.75,0,1,1
135.8333333,0.4,0,0
165.8,0.6,0,0
68,0.2,0,0
196.8333333,0.6,0,0
207.1666667,0.6,0,0
197,0.2,0,0
535.4666667,0,0,0
1342.5,0,0,0
224,0,0,1
520.6,0,0,0
290.8333333,0.4,0,0
538.9666667,0,0,0
112,0.6,0,0
319.5,0,0,0
0,0,0,0
14,0,1,0
168.2857143,0.8,0,0
1562.866667,0.8,0,0
310.5,0,0,0
411.8,0.8,0,0
1706.712281,0,0,0
1431.666667,0.2,0,0
0,0,0,0
1230.368182,0,0,0
259.5,0,0,0
960.8333333,0,1,0
21,1,1,0
673,0.6,0,0
2130.025,0,0,0
204.5,0,0,0
4569.904365,0.8,0,0
15,0.2,0,0
1496.833333,0,0,1
17,0,0,0
319,0,1,0
376.3333333,0,1,1
805,0,1,1
506.7166667,0,0,0
3,0.6,0,0
596.0833333,0,0,0
102,0.4,0,0
313.3333333,0,0,0
452.5833333,0,0,1
377.5,0.6,0,0
1620.183333,1,1,0
18,0.2,0,0
963,0,0,0
0,0.8,0,0
327.6666667,0.2,0,0
45.33333333,0,0,0
743.1666667,0,0,0
679.5,0,0,0
34,0.4,0,0
2598.991667,0,1,0
53,0,0,0
1266.5,0.4,0,0
813.3888889,0,1,0
6483.775,0,0,0
206.5,0,0,0
408.25,0,0,0
3646.966667,0,0,0
2058.5,1,1,1
1115.459524,0,1,0
19,1,1,0
259,0,1,0
831.6904762,0,0,0
126.8333333,0,0,0
1365.5,0,1,0
1624.223485,1,1,0
0,0,0,0
1511,0.6,0,0
364.6666667,0.8,0,0
1073.5,0,0,0
957.9,0.4,0,1
134,0,1,0
1608.5,0.6,0,0
1075.713095,0,1,0
994.5757576,0.6,0,0
1137.166667,0,1,1
2039,0,0,1
222,0,1,1
108,0.8,0,0
1603.333333,0.4,0,0
0,0,1,0
56.5,0,1,0
522,0,0,0
2531.060479,0,0,0
601.9714286,0,0,0
862,0,0,0
1840.666667,0,0,0
2299.391667,0,0,0
5426.022078,0,0,0
3098.912088,0,1,0
8,0,0,0
337.1666667,1,1,0
2326.666667,0,0,0
64,0.4,0,0
736.7833333,0.6,0,0
1123.691667,0,0,1
1232.02684,0,0,1
1367.630952,0,1,1
39,0,0,0
1887.694444,0,0,1
48,0.8,0,0
443,0,0,0
1388.866667,0,0,0
1107.466667,0.2,0,0
2533.833333,0,0,0
51,0,1,0
9,0,1,0
637.5,0,0,0
669.9166667,0,0,0
1005.946429,0.8,0,0
1270.166667,0,0,0
186.1666667,0,0,0
140.5,0,0,0
147,0,0,0
769.5,0,0,0
0,0,0,0
973.5833333,0,1,0
306.3333333,0.8,0,0
10,0,0,0
3386,0.8,0,0
117.6666667,0,1,0
0,0.6,0,0
143.5,0,0,0
1160,0,0,1
1324.666667,1,1,0
1058.189474,0,0,0
354.8333333,0,1,0
2241.5,0.4,0,0
518,0,0,0
764.5,0,0,0
582.4,0.2,0,0
25.5,0,0,0
798.5357143,0,0,0
629.5,0,0,0
623.0769231,0,0,0
6657.151362,0.4,0,0
2213.819048,0.4,0,0
647.8166667,0.4,0,0
645.5,0.6,0,0
1221.138095,0,0,1
606.7857143,0.4,0,0
4773.335638,0,0,0
3700.495815,0,0,0
307.5714286,1,1,0
293.5,0.4,0,0
747.4,0.4,0,0
1578,0.8,0,0
1810.966667,0,0,0
118,0,0,0
710,0.8,0,1
87.5,0,0,0
338.5,0,0,1
237.3333333,0,0,0
190.25,0.2,0,0
500,0,0,1
54,0,0,0
2544.166667,0,0,0
2605.702273,0,0,1
296.55,0,0,0
143,0,0,0
426,0,1,0
598.7785714,0.2,0,1
120,0,0,0
0,0.2,0,0
885.125,0.6,0,0
48,0,0,0
783.25,0.6,0,0
451,0,0,0
259.6666667,0,1,0
0,0,0,0
177.4047619,0,0,0
24,0.2,0,0
99,0.2,0,0
1900.896078,1,1,0
1296.716667,0,0,1
926.6690476,1,1,0
15,0,1,0
5343.049577,0.8,0,0
1296.183333,0,0,0
0,0.8,0,0
1159.666667,0,0,0
496.6666667,0,0,0
624.6248956,0.8,0,0
177.3333333,1,1,0
2869.788095,0,0,0
210.2,0,0,0
377,0.2,0,0
667.6666667,0,1,1
350.8333333,0.6,0,0
3394.130159,0,1,0
0,0,0,0
70,0,0,0
545.5,0,0,0
1324.616667,0.2,0,0
5,0.4,0,0
322,0.6,0,0
1373.95,0,1,0
0,0.8,0,0
655,0.8,0,0
939.6333333,0,0,0
3970.7,0.6,0,0
2325.611905,0.8,0,0
70,0,1,0
99,0.8,0,0
90.75,0,0,0
0,0,1,0
209,0,0,0
443.25,0,1,0
1044.8,0,0,0
0,0,0,0
783.5666667,0,1,1
2124.833333,0,1,1
402.7166667,0,1,1
0,0,1,0
557.4047619,0.4,0,0
34,0.8,0,0
573,0.6,0,0
1062.749495,0.4,0,0
1231.2,1,1,0
98.33333333,0,0,0
5293.824709,0.2,0,0
1230.312302,0.6,0,0
498.3333333,0,0,0
225,0,0,0
710.9083333,0,0,0
356.5,0.6,0,0
1975.633333,0.2,0,0
248.8333333,0,0,0
1311,0,0,0
2473.25,0,0,0
72,0.8,0,0
110.75,0,1,0
110,0,0,0
581.2261905,0,1,0
1634.095238,0,0,0
473.75,0.6,0,0
602,0,0,0
13,0,0,0
4651.033333,0.8,0,0
2854.783333,0,0,0
224,0,0,0
701,0.8,0,0
506.1666667,0.8,0,0
791,0,0,0
401.1666667,0,0,0
102,0,0,0
852.7666667,1,1,0
2670.869444,0,0,0
105,0,0,0
898.1714286,0,1,1
243.4166667,0,0,0
0,0,0,0
191,0,1,0
7675.14929,0.4,0,0
182.1666667,0.4,0,0
547.5,1,1,0
3540.239394,0.8,0,1
1386.633333,0,0,0
0,0,0,0
673.125,0.8,0,1
158.3333333,0.4,0,0
1523.416667,0,0,0
151.5,0.8,0,0
70,0.8,0,0
856.3333333,0,1,0
289.75,0,0,0
2555.12381,0,0,0
0,0,0,0
566.5,0.6,0,0
453.3333333,0.8,0,0
85,0.6,0,0
489.25,0,0,0
6266.208586,0,1,0
88.95,0,0,0
2423.75,0,0,1
1606.831818,0,0,0
692.6222222,0.6,0,1
48.5,0.2,0,0
2232.5,0,0,0
90.33333333,0,0,0
13259.29396,0,1,0
149.5,0.4,0,0
1638.5,0.8,0,0
44,0.2,0,0
1926.33339,0,0,0
68,1,1,0
845.8333333,0.6,0,1
2950.62381,0,0,0
813,0,1,0
1390.388889,0,0,0
1345.755952,0.8,0,0
213.5,0.2,0,0
1369.75,0.6,0,0
138.8,0,1,0
1164.416667,1,1,0
1740.271008,0.6,0,0
1994.5,0,0,0
283,0,0,0
459.6666667,0,0,1
1527.166667,0,1,0
1151.2,0,0,0
266,0.8,0,0
2061.066667,0,0,0
360.0833333,0,0,0
989.3333333,0,1,1
1822.841667,0,0,0
2080.75,0,0,0
407.5,0,1,0
71,0,0,0
269,0,1,1
2782.75,0.4,0,0
285.6666667,0,0,0
1381.75,0,0,0
3289.5,0,1,0
181.5,0,0,0
0,0,1,0
117.5,0,1,0
147,0,0,0
0,0.8,0,0
19.6,0,1,0
488.3333333,0,0,1
760,0.8,0,0
401.968254,0,0,0
166.1666667,0,0,0
2072.991919,0.6,0,0
11,0,0,0
2504.413636,0,0,0
488,0,0,0
1505.333333,0,0,0
2763.25,0,0,0
947,0,1,1
365.75,1,1,0
450,0.8,0,0
363.3,0,1,0
1188.95,0,0,1
312.0333333,0,0,1
244.6666667,1,1,0
56,1,1,0
23,0.8,0,0
338.8571429,0,0,0
219,0,0,1
362,0,0,0
74,0,1,0
2964.590278,0,0,1
1820.566667,0.6,0,0
888.3333333,0.2,0,1
785.3833333,0.6,0,0
154,0,0,0
528.1964286,0.2,0,0
317.5,0,1,0
177.7333333,0,0,0
502,0.4,0,0
1148.5,0,1,0
13430.97606,0,0,1
314,0,0,0
0,0,1,0
682.2,0,0,0
129,0.8,0,0
1933.89893,0.8,0,0
1632.733333,0,1,0
737.2619048,0.6,0,0
113,0,0,0
9,0,0,0
36,0,0,0
109,0.8,0,0
108,0.2,0,0
722.7,0,0,1
1058.02381,0.2,0,0
1456.27381,0,0,1
46,0,0,0
0,0,0,0
482.5,1,1,0
262.1666667,0,0,0
3909.620363,0,0,0
280.5,0,0,0
142.5,0,0,0
0,0.6,0,0
190,0,1,0
22.5,0,1,0
1219.516667,0,1,0
4516.588312,0,0,0
1839.833333,0,0,0
1217.430556,0,0,0
0,0,0,0
30,0,1,0
2088.443506,0,0,1
3503.025,0,0,0
2715,0,0,1
351.75,0,0,0
819.8333333,0,0,0
72,0.6,0,0
193.5,0.8,0,0
0,0,0,0
174.5,0,1,0
280.5,0,0,0
95.5,0,0,0
287.75,0.6,0,0
1326.25,0,0,1
386.85,0,0,0
4322.779121,0,0,1
1229.166667,0.6,0,0
0,0,0,0
4555.02381,0,0,0
67,0.6,0,0
137,0.2,0,0
1956.022222,0.6,0,0
584.3333333,0,0,0
497.5388889,0,1,0
5072.395938,0.2,0,0
115.05,0,1,0
477.5,0,0,0
3727.32381,0,0,0
50,0,0,0
668.25,0.2,0,0
224,0,0,0
677.95,0,0,0
364.4166667,0.2,0,0
51,0,0,0
384.1571429,0,0,0
1844.416667,0,0,0
1115.878205,0,0,0
12.5,0.8,0,0
598.6,0.6,0,0
1019.5,0,0,1
5996.025,0,1,0
3593.12932,0,0,0
0,0,0,0
1687.85,0,0,0
3372.826797,0.6,0,0
392.1666667,0.2,0,0
0,0,0,0
559.3809524,1,1,0
0,1,1,0
142,0,0,0
421.6,0.6,0,1
538.2,0,0,0
208.5,0.2,0,0
1471.858333,1,1,0
158,0,0,0
304.275,0,0,0
182,0,0,0
2425.083333,0.6,0,0
164,0,0,0
151,1,1,0
45,0,0,0
223.3333333,0,0,0
2584.714286,0.6,0,0
99,0.6,0,0
169.5,0.8,0,0
1739.25,0.6,0,0
569.5138889,0.2,0,0
1420.547902,0,0,0
591.25,0,1,0
0,0,0,0
167.5,0.2,0,0
567.75,0,0,0
106.5,0,0,0
2461.25,0,0,0
1038.797619,0.2,0,1
121,0.4,0,0
724.3333333,0.2,0,0
1238.375,0,0,0
1306.1,0,0,1
335,0,0,1
1193.333333,0,0,0
185,0.4,0,0
497,0.6,0,0
78,0,1,0
1930.333333,0,0,0
1175.5,0,1,1
3083.050977,0,0,0
739.0666667,0,0,1
1233.25,0.8,0,0
1660.354762,0,1,0
459,0,0,1
221,0,0,0
1039.244444,0.6,0,1
270.5714286,0,1,0
384.4,0,0,0
160.5,0.8,0,0
999,0,0,0
228.6666667,0.6,0,0
324,0,1,0
2351.333333,0,1,0
0,0.8,0,0
501.75,0,0,1
267.5,0.6,0,0
1599.266667,0,0,0
0,0,1,0
2042.25,0.6,0,0
0,0,0,0
990.9191176,0.8,0,0
443.5,0,1,1
2958.5,0.4,0,0
293.5,0,1,0
0,0,1,0
1307.666667,0,0,0
276,0,1,0
1723.75,0,0,0
352.4166667,0,1,0
135,0,1,0
257,0,0,0
1149.433333,0,0,1
272.3333333,0.6,0,0
364.5,0.6,0,0
124,0,1,0
777,0.4,0,0
726,0.6,0,0
700.6666667,0,0,0
1282,0.8,0,0
1165.623254,0,0,0
